Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age at marriage,Number of ever married persons - Males,Number of ever married persons - Females,Duration of marriage of currently married persons - All durations - Males,Duration of marriage of currently married persons - All durations - Females,Duration of marriage of currently married persons - 0-4 - Males,Duration of marriage of currently married persons - 0-4 - Females,Duration of marriage of currently married persons - 5-9 - Males,Duration of marriage of currently married persons - 5-9 - Females,Duration of marriage of currently married persons - 10-19 - Males,Duration of marriage of currently married persons - 10-19 - Females,Duration of marriage of currently married persons - 20-29 - Males,Duration of marriage of currently married persons - 20-29 - Females,Duration of marriage of currently married persons - 30-39 - Males,Duration of marriage of currently married persons - 30-39 - Females,Duration of marriage of currently married persons - 40+ - Males,Duration of marriage of currently married persons - 40+ - Females,Duration of marriage of currently married persons - Duration not known - Males,Duration of marriage of currently married persons - Duration not known - Females
C1104,16,00,0000,State - TRIPURA  16,Rural,Age not stated,16700,23574,15120,15294,0,0,0,0,0,0,0,0,0,0,0,0,15120,15294
C1104,16,00,0000,State - TRIPURA  16,Urban,All ages,134471,155386,131444,128257,19851,19500,20447,19588,40046,39261,25945,25141,12203,11888,8192,8224,4760,4655
C1104,16,00,0000,State - TRIPURA  16,Urban,Less than 10,1304,2886,1260,2139,0,1,0,3,87,470,468,672,365,446,338,543,2,4
C1104,16,00,0000,State - TRIPURA  16,Urban,10-11,73,1429,68,879,0,7,1,42,22,197,20,165,14,176,11,290,0,2
C1104,16,00,0000,State - TRIPURA  16,Urban,12-13,139,5691,120,3701,1,76,7,296,28,1199,31,863,21,582,32,680,0,5
C1104,16,00,0000,State - TRIPURA  16,Urban,14-15,464,19274,402,14114,21,835,28,1318,139,4555,108,3401,54,1980,52,2015,0,10
C1104,16,00,0000,State - TRIPURA  16,Urban,16-17,1262,25269,1162,20654,118,2986,133,3002,469,6999,229,4322,95,1988,114,1342,4,15
C1104,16,00,0000,State - TRIPURA  16,Urban,18-19,4614,27965,4428,23770,541,3861,629,3801,1611,7652,827,4995,404,2165,413,1277,3,19
C1104,16,00,0000,State - TRIPURA  16,Urban,20-21,11625,24134,11235,20412,1311,2964,1629,3549,3972,6411,2278,4344,1003,1977,1029,1144,13,23
C1104,16,00,0000,State - TRIPURA  16,Urban,22-23,14510,14508,14225,13288,2018,2777,2198,2400,4924,4280,2798,2486,1287,925,976,408,24,12
C1104,16,00,0000,State - TRIPURA  16,Urban,24-25,20830,12054,20328,10805,2542,2309,2973,1927,6316,3387,4658,1987,2108,853,1699,332,32,10
C1104,16,00,0000,State - TRIPURA  16,Urban,26-27,16390,6384,16150,5985,2775,1595,2680,1320,5074,1830,3341,846,1463,321,797,71,20,2
C1104,16,00,0000,State - TRIPURA  16,Urban,28-29,16611,4136,16381,3782,2935,967,2670,893,5068,1121,3420,543,1472,209,789,45,27,4
C1104,16,00,0000,State - TRIPURA  16,Urban,30-31,16967,2597,16634,2238,2497,510,2893,571,4974,631,3410,304,1753,170,1091,52,16,0
C1104,16,00,0000,State - TRIPURA  16,Urban,32-33,10214,1061,10074,953,1999,292,1859,234,3179,271,1825,103,871,45,327,6,14,2
C1104,16,00,0000,State - TRIPURA  16,Urban,34+,14649,1332,14410,994,3093,320,2747,232,4183,258,2532,110,1293,51,524,19,38,4
C1104,16,00,0000,State - TRIPURA  16,Urban,Age not stated,4819,6666,4567,4543,0,0,0,0,0,0,0,0,0,0,0,0,4567,4543
C1104,17,00,0000,State - MEGHALAYA  17,Total,All ages,428370,487579,405965,404048,58708,60575,64082,66113,120990,124050,79185,74371,34546,30179,19616,16163,28838,32597
C1104,17,00,0000,State - MEGHALAYA  17,Total,Less than 10,5692,7399,5452,6572,1,4,7,24,667,2377,2774,2471,1167,965,816,718,20,13
C1104,17,00,0000,State - MEGHALAYA  17,Total,10-11,1064,2023,1040,1838,6,24,12,90,216,878,542,561,177,183,85,97,2,5
C1104,17,00,0000,State - MEGHALAYA  17,Total,12-13,1005,4202,984,3763,8,148,32,436,269,1713,462,907,144,361,66,197,3,1
C1104,17,00,0000,State - MEGHALAYA  17,Total,14-15,2368,21845,2249,19194,84,1705,165,2718,716,7756,831,4321,312,1726,140,960,1,8
C1104,17,00,0000,State - MEGHALAYA  17,Total,16-17,7149,56563,6764,49399,752,8309,1047,9583,2735,18355,1501,8600,464,3078,258,1457,7,17
C1104,17,00,0000,State - MEGHALAYA  17,Total,18-19,29761,126609,28097,108926,4098,18670,5200,21189,10109,36848,5460,20538,2020,7608,1192,4054,18,19
C1104,17,00,0000,State - MEGHALAYA  17,Total,20-21,72133,100233,68189,81749,9141,11810,12491,15100,23160,25995,13947,17084,5600,7354,3817,4376,33,30
C1104,17,00,0000,State - MEGHALAYA  17,Total,22-23,66566,47093,63730,39165,11208,7822,11738,7129,21753,12251,11687,7343,4703,3031,2595,1583,46,6
C1104,17,00,0000,State - MEGHALAYA  17,Total,24-25,74664,35516,70758,27796,10764,5063,11056,4284,22102,8293,14954,5890,6997,2776,4843,1478,42,12
C1104,17,00,0000,State - MEGHALAYA  17,Total,26-27,39096,14856,37624,12332,7665,2991,6550,2068,12248,3696,6792,2262,2972,930,1379,382,18,3
C1104,17,00,0000,State - MEGHALAYA  17,Total,28-29,30081,10013,28940,8105,5436,1752,5413,1398,8821,2307,5506,1532,2556,766,1192,347,16,3
C1104,17,00,0000,State - MEGHALAYA  17,Total,30-31,28353,7929,26717,5740,3073,821,4610,1021,7487,1583,6058,1236,3613,766,1858,312,18,1
C1104,17,00,0000,State - MEGHALAYA  17,Total,32-33,11581,2841,11203,2293,2168,476,2030,382,3290,664,2316,476,1012,217,382,77,5,1
C1104,17,00,0000,State - MEGHALAYA  17,Total,34+,26848,6250,25638,4702,4304,980,3731,691,7417,1334,6355,1150,2809,418,993,125,29,4
C1104,17,00,0000,State - MEGHALAYA  17,Total,Age not stated,32009,44207,28580,32474,0,0,0,0,0,0,0,0,0,0,0,0,28580,32474
C1104,17,00,0000,State - MEGHALAYA  17,Rural,All ages,341521,391636,322460,325178,46218,48702,50718,53363,95216,99782,63197,59988,28142,24684,16348,13028,22621,25631
C1104,17,00,0000,State - MEGHALAYA  17,Rural,Less than 10,4841,6332,4642,5664,0,4,6,22,575,2125,2410,2127,952,777,679,596,20,13
C1104,17,00,0000,State - MEGHALAYA  17,Rural,10-11,924,1743,904,1600,6,23,11,78,186,786,479,474,145,154,76,80,1,5
C1104,17,00,0000,State - MEGHALAYA  17,Rural,12-13,880,3398,863,3105,6,137,26,372,240,1443,405,742,128,276,56,134,2,1
C1104,17,00,0000,State - MEGHALAYA  17,Rural,14-15,1901,17454,1806,15582,70,1552,130,2285,570,6265,680,3396,253,1350,102,727,1,7
C1104,17,00,0000,State - MEGHALAYA  17,Rural,16-17,5860,46440,5542,40898,655,7223,873,8133,2210,14981,1237,6930,357,2475,204,1142,6,14
C1104,17,00,0000,State - MEGHALAYA  17,Rural,18-19,24646,105255,23239,90901,3490,15882,4328,17817,8284,30362,4491,17071,1628,6436,1002,3317,16,16
C1104,17,00,0000,State - MEGHALAYA  17,Rural,20-21,59883,81976,56472,66998,7684,9659,10352,12334,18941,21086,11543,14054,4657,6173,3264,3665,31,27
C1104,17,00,0000,State - MEGHALAYA  17,Rural,22-23,54943,36306,52450,30065,9274,5848,9732,5412,17705,9417,9552,5673,3924,2440,2226,1269,37,6
C1104,17,00,0000,State - MEGHALAYA  17,Rural,24-25,60537,26735,57156,20725,8539,3637,8896,3048,17583,6197,12096,4450,5862,2209,4144,1176,36,8
C1104,17,00,0000,State - MEGHALAYA  17,Rural,26-27,30289,10626,29017,8736,5894,2002,4997,1424,9365,2692,5190,1635,2419,697,1137,286,15,0
C1104,17,00,0000,State - MEGHALAYA  17,Rural,28-29,22319,7150,21397,5764,3979,1173,3977,906,6446,1668,4061,1163,1994,592,928,259,12,3
C1104,17,00,0000,State - MEGHALAYA  17,Rural,30-31,21001,5845,19688,4226,2077,523,3325,715,5392,1208,4481,946,2903,601,1493,233,17,0
C1104,17,00,0000,State - MEGHALAYA  17,Rural,32-33,8082,2014,7786,1621,1460,299,1406,267,2287,480,1611,351,738,167,281,57,3,0
C1104,17,00,0000,State - MEGHALAYA  17,Rural,34+,20077,4919,19101,3766,3084,740,2659,550,5432,1072,4961,976,2182,337,756,87,27,4
C1104,17,00,0000,State - MEGHALAYA  17,Rural,Age not stated,25338,35443,22397,25527,0,0,0,0,0,0,0,0,0,0,0,0,22397,25527
C1104,17,00,0000,State - MEGHALAYA  17,Urban,All ages,86849,95943,83505,78870,12490,11873,13364,12750,25774,24268,15988,14383,6404,5495,3268,3135,6217,6966
C1104,17,00,0000,State - MEGHALAYA  17,Urban,Less than 10,851,1067,810,908,1,0,1,2,92,252,364,344,215,188,137,122,0,0
C1104,17,00,0000,State - MEGHALAYA  17,Urban,10-11,140,280,136,238,0,1,1,12,30,92,63,87,32,29,9,17,1,0
C1104,17,00,0000,State - MEGHALAYA  17,Urban,12-13,125,804,121,658,2,11,6,64,29,270,57,165,16,85,10,63,1,0
C1104,17,00,0000,State - MEGHALAYA  17,Urban,14-15,467,4391,443,3612,14,153,35,433,146,1491,151,925,59,376,38,233,0,1
C1104,17,00,0000,State - MEGHALAYA  17,Urban,16-17,1289,10123,1222,8501,97,1086,174,1450,525,3374,264,1670,107,603,54,315,1,3
C1104,17,00,0000,State - MEGHALAYA  17,Urban,18-19,5115,21354,4858,18025,608,2788,872,3372,1825,6486,969,3467,392,1172,190,737,2,3
C1104,17,00,0000,State - MEGHALAYA  17,Urban,20-21,12250,18257,11717,14751,1457,2151,2139,2766,4219,4909,2404,3030,943,1181,553,711,2,3
C1104,17,00,0000,State - MEGHALAYA  17,Urban,22-23,11623,10787,11280,9100,1934,1974,2006,1717,4048,2834,2135,1670,779,591,369,314,9,0
C1104,17,00,0000,State - MEGHALAYA  17,Urban,24-25,14127,8781,13602,7071,2225,1426,2160,1236,4519,2096,2858,1440,1135,567,699,302,6,4
C1104,17,00,0000,State - MEGHALAYA  17,Urban,26-27,8807,4230,8607,3596,1771,989,1553,644,2883,1004,1602,627,553,233,242,96,3,3
C1104,17,00,0000,State - MEGHALAYA  17,Urban,28-29,7762,2863,7543,2341,1457,579,1436,492,2375,639,1445,369,562,174,264,88,4,0
C1104,17,00,0000,State - MEGHALAYA  17,Urban,30-31,7352,2084,7029,1514,996,298,1285,306,2095,375,1577,290,710,165,365,79,1,1
C1104,17,00,0000,State - MEGHALAYA  17,Urban,32-33,3499,827,3417,672,708,177,624,115,1003,184,705,125,274,50,101,20,2,1
C1104,17,00,0000,State - MEGHALAYA  17,Urban,34+,6771,1331,6537,936,1220,240,1072,141,1985,262,1394,174,627,81,237,38,2,0
C1104,17,00,0000,State - MEGHALAYA  17,Urban,Age not stated,6671,8764,6183,6947,0,0,0,0,0,0,0,0,0,0,0,0,6183,6947
C1104,18,00,0000,State - ASSAM  18,Total,All ages,5551778,6314946,5326115,5377322,780770,826880,883411,915574,1604347,1650251,1001139,988944,494182,469464,328095,293292,234171,232917
C1104,18,00,0000,State - ASSAM  18,Total,Less than 10,38622,71686,36462,61527,7,33,65,256,3936,18942,15259,21165,9086,11050,8027,10003,82,78
C1104,18,00,0000,State - ASSAM  18,Total,10-11,4261,29672,4016,24278,23,460,173,1872,1118,7795,1476,5975,657,3572,553,4574,16,30
C1104,18,00,0000,State - ASSAM  18,Total,12-13,6084,131171,5591,107504,165,5913,442,13833,1603,38057,1727,24189,784,13106,857,12359,13,47
C1104,18,00,0000,State - ASSAM  18,Total,14-15,24891,641465,22504,544333,1836,46219,2600,70044,7234,184843,5467,123090,2592,66273,2755,53633,20,231
C1104,18,00,0000,State - ASSAM  18,Total,16-17,81889,1013587,76811,890243,12688,149921,13043,164110,27355,308397,13084,159567,5493,67382,5082,40531,66,335
C1104,18,00,0000,State - ASSAM  18,Total,18-19,323013,1629781,306313,1425420,51219,254344,52512,264476,101082,464573,55177,261563,25174,113654,20920,66329,229,481
C1104,18,00,0000,State - ASSAM  18,Total,20-21,808031,1161945,770033,974422,102377,132366,136058,181778,249683,304279,152614,196381,67622,95767,61065,63477,614,374
C1104,18,00,0000,State - ASSAM  18,Total,22-23,793938,517665,769344,454011,129397,94919,144185,91930,259387,137022,138968,79805,58067,34625,38797,15530,543,180
C1104,18,00,0000,State - ASSAM  18,Total,24-25,1034320,396255,993698,332072,126805,61962,151637,60760,318386,97066,207741,61727,106125,33861,82069,16543,935,153
C1104,18,00,0000,State - ASSAM  18,Total,26-27,537511,152962,523670,135229,100199,37330,103223,28419,167041,37333,91041,19845,40786,9241,20997,2998,383,63
C1104,18,00,0000,State - ASSAM  18,Total,28-29,488909,105267,475413,88787,84314,22515,86719,17385,145055,23344,89148,14424,46723,8318,23107,2754,347,47
C1104,18,00,0000,State - ASSAM  18,Total,30-31,514712,78790,493921,59210,56559,9082,86174,12176,144746,15817,102853,11142,64178,7859,38841,3101,570,33
C1104,18,00,0000,State - ASSAM  18,Total,32-33,233779,25128,227801,20379,45866,5507,43027,3995,68187,4995,41967,3533,21013,1820,7578,516,163,13
C1104,18,00,0000,State - ASSAM  18,Total,34+,405240,42615,391077,29103,69315,6309,63553,4540,109534,7788,84617,6538,45882,2936,17447,944,729,48
C1104,18,00,0000,State - ASSAM  18,Total,Age not stated,256578,316957,229461,230804,0,0,0,0,0,0,0,0,0,0,0,0,229461,230804
C1104,18,00,0000,State - ASSAM  18,Rural,All ages,4728638,5466867,4524847,4647931,666402,718744,750701,793782,1362796,1426481,849909,854256,424544,409095,289647,257810,180848,187763
C1104,18,00,0000,State - ASSAM  18,Rural,Less than 10,31349,62484,29591,53842,4,30,59,220,3431,17240,12393,18206,7137,9512,6504,8569,63,65
C1104,18,00,0000,State - ASSAM  18,Rural,10-11,3367,24639,3164,20562,21,432,149,1683,910,6689,1147,5000,502,2959,423,3775,12,24
C1104,18,00,0000,State - ASSAM  18,Rural,12-13,4788,110191,4408,91843,153,5493,381,12311,1325,32788,1323,20273,556,10870,660,10073,10,35
C1104,18,00,0000,State - ASSAM  18,Rural,14-15,20507,563152,18520,482502,1720,43219,2298,63547,6089,164123,4305,107663,1960,57410,2132,46346,16,194
C1104,18,00,0000,State - ASSAM  18,Rural,16-17,71881,903438,67333,796421,11828,138532,11741,149137,23920,274424,11048,139926,4511,58856,4231,35260,54,286
C1104,18,00,0000,State - ASSAM  18,Rural,18-19,289074,1455535,273713,1273106,47625,231132,47634,237846,89716,412827,48291,230784,21782,100731,18463,59399,202,387
C1104,18,00,0000,State - ASSAM  18,Rural,20-21,728179,1012749,693071,844689,94127,114233,123685,157084,223702,261671,135667,170015,59810,84286,55532,57092,548,308
C1104,18,00,0000,State - ASSAM  18,Rural,22-23,709599,429136,686806,372538,117378,77678,129319,75045,230388,110888,122737,65816,51524,29400,34979,13571,481,140
C1104,18,00,0000,State - ASSAM  18,Rural,24-25,912973,323575,875547,266637,111729,47751,132684,47395,278779,76721,182289,50765,94708,29190,74535,14703,823,112
C1104,18,00,0000,State - ASSAM  18,Rural,26-27,451079,118538,438579,103282,84279,27813,86525,21006,139361,28300,75653,15853,34534,7686,17916,2579,311,45
C1104,18,00,0000,State - ASSAM  18,Rural,28-29,398385,83441,386311,69065,67891,16830,70157,12839,117014,18011,72292,11801,39129,7139,19570,2415,258,30
C1104,18,00,0000,State - ASSAM  18,Rural,30-31,413643,64491,395147,47346,43164,6601,67372,9172,113948,12505,82389,9438,53974,6865,33832,2737,468,28
C1104,18,00,0000,State - ASSAM  18,Rural,32-33,177149,20101,172037,15975,34622,4082,31599,2971,50832,3883,32169,2989,16610,1585,6092,455,113,10
C1104,18,00,0000,State - ASSAM  18,Rural,34+,316114,35904,303750,24064,51861,4918,47098,3526,83381,6411,68206,5727,37807,2606,14778,836,619,40
C1104,18,00,0000,State - ASSAM  18,Rural,Age not stated,200551,259493,176870,186059,0,0,0,0,0,0,0,0,0,0,0,0,176870,186059
C1104,18,00,0000,State - ASSAM  18,Urban,All ages,823140,848079,801268,729391,114368,108136,132710,121792,241551,223770,151230,134688,69638,60369,38448,35482,53323,45154
C1104,18,00,0000,State - ASSAM  18,Urban,Less than 10,7273,9202,6871,7685,3,3,6,36,505,1702,2866,2959,1949,1538,1523,1434,19,13
C1104,18,00,0000,State - ASSAM  18,Urban,10-11,894,5033,852,3716,2,28,24,189,208,1106,329,975,155,613,130,799,4,6
C1104,18,00,0000,State - ASSAM  18,Urban,12-13,1296,20980,1183,15661,12,420,61,1522,278,5269,404,3916,228,2236,197,2286,3,12
C1104,18,00,0000,State - ASSAM  18,Urban,14-15,4384,78313,3984,61831,116,3000,302,6497,1145,20720,1162,15427,632,8863,623,7287,4,37
C1104,18,00,0000,State - ASSAM  18,Urban,16-17,10008,110149,9478,93822,860,11389,1302,14973,3435,33973,2036,19641,982,8526,851,5271,12,49
C1104,18,00,0000,State - ASSAM  18,Urban,18-19,33939,174246,32600,152314,3594,23212,4878,26630,11366,51746,6886,30779,3392,12923,2457,6930,27,94
C1104,18,00,0000,State - ASSAM  18,Urban,20-21,79852,149196,76962,129733,8250,18133,12373,24694,25981,42608,16947,26366,7812,11481,5533,6385,66,66
C1104,18,00,0000,State - ASSAM  18,Urban,22-23,84339,88529,82538,81473,12019,17241,14866,16885,28999,26134,16231,13989,6543,5225,3818,1959,62,40
C1104,18,00,0000,State - ASSAM  18,Urban,24-25,121347,72680,118151,65435,15076,14211,18953,13365,39607,20345,25452,10962,11417,4671,7534,1840,112,41
C1104,18,00,0000,State - ASSAM  18,Urban,26-27,86432,34424,85091,31947,15920,9517,16698,7413,27680,9033,15388,3992,6252,1555,3081,419,72,18
C1104,18,00,0000,State - ASSAM  18,Urban,28-29,90524,21826,89102,19722,16423,5685,16562,4546,28041,5333,16856,2623,7594,1179,3537,339,89,17
C1104,18,00,0000,State - ASSAM  18,Urban,30-31,101069,14299,98774,11864,13395,2481,18802,3004,30798,3312,20464,1704,10204,994,5009,364,102,5
C1104,18,00,0000,State - ASSAM  18,Urban,32-33,56630,5027,55764,4404,11244,1425,11428,1024,17355,1112,9798,544,4403,235,1486,61,50,3
C1104,18,00,0000,State - ASSAM  18,Urban,34+,89126,6711,87327,5039,17454,1391,16455,1014,26153,1377,16411,811,8075,330,2669,108,110,8
C1104,18,00,0000,State - ASSAM  18,Urban,Age not stated,56027,57464,52591,44745,0,0,0,0,0,0,0,0,0,0,0,0,52591,44745
C1104,19,00,0000,State - WEST BENGAL  19,Total,All ages,19102708,21912831,18553645,18470122,2550344,2654167,2901527,2956554,5443315,5507012,3656949,3572313,1931720,1857051,1429298,1368795,640492,554230
C1104,19,00,0000,State - WEST BENGAL  19,Total,Less than 10,149608,342937,143061,239745,53,348,292,1566,17681,57387,54775,62672,31829,45721,37792,71367,639,684
C1104,19,00,0000,State - WEST BENGAL  19,Total,10-11,22838,368853,20991,251317,218,2761,1105,13486,5693,55178,5737,50942,3376,47711,4708,80735,154,504
C1104,19,00,0000,State - WEST BENGAL  19,Total,12-13,35585,1161988,31587,831428,834,30093,2370,83978,8207,241902,7501,183073,4959,138020,7631,153770,85,592
C1104,19,00,0000,State - WEST BENGAL  19,Total,14-15,161252,4173778,144189,3330822,8980,248257,14215,418722,40520,1044140,29654,747177,20224,463952,30401,406688,195,1886
C1104,19,00,0000,State - WEST BENGAL  19,Total,16-17,478528,4796618,453211,4203689,62346,704858,71330,747952,146313,1362282,77790,796355,44083,366287,50914,223711,435,2244
C1104,19,00,0000,State - WEST BENGAL  19,Total,18-19,1632565,4804652,1569948,4264806,236561,807141,262722,783313,486252,1313504,284237,799109,153975,358812,144936,200586,1265,2341
C1104,19,00,0000,State - WEST BENGAL  19,Total,20-21,3614851,2838737,3496579,2448561,446465,357336,573042,443832,1065186,734910,714268,520134,361913,242828,332912,148122,2793,1399
C1104,19,00,0000,State - WEST BENGAL  19,Total,22-23,3180798,1123028,3115827,1024388,473602,217256,535628,202622,1006888,307599,610277,181806,284172,78288,202951,36221,2309,596
C1104,19,00,0000,State - WEST BENGAL  19,Total,24-25,3333675,753383,3253220,669651,397482,128541,475225,124424,993993,200021,716639,123948,382495,63081,284985,29231,2401,405
C1104,19,00,0000,State - WEST BENGAL  19,Total,26-27,1765849,306454,1739563,281941,297421,71984,304276,58082,534552,81294,336753,43244,170062,20037,95288,7117,1211,183
C1104,19,00,0000,State - WEST BENGAL  19,Total,28-29,1439252,194374,1416270,173801,237482,42135,233219,35188,414482,49267,284348,27750,159664,14200,86071,5132,1004,129
C1104,19,00,0000,State - WEST BENGAL  19,Total,30-31,1204036,127783,1175127,105935,147881,17707,194852,23570,334472,30578,248903,18893,157785,11157,90230,3947,1004,83
C1104,19,00,0000,State - WEST BENGAL  19,Total,32-33,558495,46290,549056,40257,100651,10702,98073,8407,160947,11035,105136,6187,59006,2990,24824,899,419,37
C1104,19,00,0000,State - WEST BENGAL  19,Total,34+,839400,90043,819663,60816,140368,15048,135178,11412,228129,17915,180931,11023,98177,3967,35655,1269,1225,182
C1104,19,00,0000,State - WEST BENGAL  19,Total,Age not stated,685976,783913,625353,542965,0,0,0,0,0,0,0,0,0,0,0,0,625353,542965
C1104,19,00,0000,State - WEST BENGAL  19,Rural,All ages,13358626,15730427,12985938,13265891,1863491,1973108,2117524,2199072,3887324,4023013,2479702,2503061,1299851,1296144,1017616,981257,320430,290236
C1104,19,00,0000,State - WEST BENGAL  19,Rural,Less than 10,90252,257924,86624,177091,31,285,200,1173,12431,45548,34178,44256,18250,32183,21122,53175,412,471
C1104,19,00,0000,State - WEST BENGAL  19,Rural,10-11,14444,291895,13201,199084,164,2440,803,11133,3844,43151,3509,38617,1857,37412,2909,65936,115,395
C1104,19,00,0000,State - WEST BENGAL  19,Rural,12-13,23580,919380,20861,663989,714,26815,1794,70262,5582,193928,4559,141674,2931,109132,5216,121724,65,454
C1104,19,00,0000,State - WEST BENGAL  19,Rural,14-15,116480,3334636,104012,2689163,7560,216763,11109,353008,29835,851904,19842,586208,13042,363625,22474,316144,150,1511
C1104,19,00,0000,State - WEST BENGAL  19,Rural,16-17,373206,3774482,353959,3337016,52958,593683,58115,617903,113631,1082865,56782,606790,32089,273619,40034,160366,350,1790
C1104,19,00,0000,State - WEST BENGAL  19,Rural,18-19,1295551,3588193,1247368,3200309,200182,643090,217665,614120,385989,988855,213896,569913,114522,248290,114085,134333,1029,1708
C1104,19,00,0000,State - WEST BENGAL  19,Rural,20-21,2874680,1863353,2785239,1597756,373455,243219,471276,302495,852778,480890,546580,328510,274694,149238,264232,92520,2224,884
C1104,19,00,0000,State - WEST BENGAL  19,Rural,22-23,2464067,598143,2416243,541377,382791,122964,426629,113316,783546,163662,454929,88896,213421,35677,153160,16559,1767,303
C1104,19,00,0000,State - WEST BENGAL  19,Rural,24-25,2438100,361201,2381745,314789,299251,60149,357898,60921,734321,95517,507375,56434,275105,28117,206014,13474,1781,177
C1104,19,00,0000,State - WEST BENGAL  19,Rural,26-27,1161979,123667,1146068,112336,202074,30095,209108,24256,356318,32655,212038,15887,107307,6765,58427,2606,796,72
C1104,19,00,0000,State - WEST BENGAL  19,Rural,28-29,853672,77080,841349,67650,145886,17081,146115,14033,248202,19090,161453,10522,90192,4946,48896,1918,605,60
C1104,19,00,0000,State - WEST BENGAL  19,Rural,30-31,654583,52599,639590,41866,81560,6428,108860,8908,181122,12417,130522,7884,85176,4516,51766,1673,584,40
C1104,19,00,0000,State - WEST BENGAL  19,Rural,32-33,264490,17001,260335,14324,52280,3958,48344,2938,75238,3975,47252,2167,25619,987,11371,286,231,13
C1104,19,00,0000,State - WEST BENGAL  19,Rural,34+,389336,45244,379788,26888,64585,6138,59608,4606,104487,8556,86787,5303,45646,1637,17910,543,765,105
C1104,19,00,0000,State - WEST BENGAL  19,Rural,Age not stated,344206,425629,309556,282253,0,0,0,0,0,0,0,0,0,0,0,0,309556,282253
C1104,19,00,0000,State - WEST BENGAL  19,Urban,All ages,5744082,6182404,5567707,5204231,686853,681059,784003,757482,1555991,1483999,1177247,1069252,631869,560907,411682,387538,320062,263994
C1104,19,00,0000,State - WEST BENGAL  19,Urban,Less than 10,59356,85013,56437,62654,22,63,92,393,5250,11839,20597,18416,13579,13538,16670,18192,227,213
C1104,19,00,0000,State - WEST BENGAL  19,Urban,10-11,8394,76958,7790,52233,54,321,302,2353,1849,12027,2228,12325,1519,10299,1799,14799,39,109
C1104,19,00,0000,State - WEST BENGAL  19,Urban,12-13,12005,242608,10726,167439,120,3278,576,13716,2625,47974,2942,41399,2028,28888,2415,32046,20,138
C1104,19,00,0000,State - WEST BENGAL  19,Urban,14-15,44772,839142,40177,641659,1420,31494,3106,65714,10685,192236,9812,160969,7182,100327,7927,90544,45,375
C1104,19,00,0000,State - WEST BENGAL  19,Urban,16-17,105322,1022136,99252,866673,9388,111175,13215,130049,32682,279417,21008,189565,11994,92668,10880,63345,85,454
C1104,19,00,0000,State - WEST BENGAL  19,Urban,18-19,337014,1216459,322580,1064497,36379,164051,45057,169193,100263,324649,70341,229196,39453,110522,30851,66253,236,633
C1104,19,00,0000,State - WEST BENGAL  19,Urban,20-21,740171,975384,711340,850805,73010,114117,101766,141337,212408,254020,167688,191624,87219,93590,68680,55602,569,515
C1104,19,00,0000,State - WEST BENGAL  19,Urban,22-23,716731,524885,699584,483011,90811,94292,108999,89306,223342,143937,155348,92910,70751,42611,49791,19662,542,293
C1104,19,00,0000,State - WEST BENGAL  19,Urban,24-25,895575,392182,871475,354862,98231,68392,117327,63503,259672,104504,209264,67514,107390,34964,78971,15757,620,228
C1104,19,00,0000,State - WEST BENGAL  19,Urban,26-27,603870,182787,593495,169605,95347,41889,95168,33826,178234,48639,124715,27357,62755,13272,36861,4511,415,111
C1104,19,00,0000,State - WEST BENGAL  19,Urban,28-29,585580,117294,574921,106151,91596,25054,87104,21155,166280,30177,122895,17228,69472,9254,37175,3214,399,69
C1104,19,00,0000,State - WEST BENGAL  19,Urban,30-31,549453,75184,535537,64069,66321,11279,85992,14662,153350,18161,118381,11009,72609,6641,38464,2274,420,43
C1104,19,00,0000,State - WEST BENGAL  19,Urban,32-33,294005,29289,288721,25933,48371,6744,49729,5469,85709,7060,57884,4020,33387,2003,13453,613,188,24
C1104,19,00,0000,State - WEST BENGAL  19,Urban,34+,450064,44799,439875,33928,75783,8910,75570,6806,123642,9359,94144,5720,52531,2330,17745,726,460,77
C1104,19,00,0000,State - WEST BENGAL  19,Urban,Age not stated,341770,358284,315797,260712,0,0,0,0,0,0,0,0,0,0,0,0,315797,260712
C1104,20,00,0000,State - JHARKHAND  20,Total,All ages,6088504,6788755,5799335,5921166,710348,785948,827752,863969,1671899,1716582,1240343,1232734,698475,682774,514473,508832,136045,130327
C1104,20,00,0000,State - JHARKHAND  20,Total,Less than 10,71528,232411,67359,211695,198,1376,279,1936,13016,46183,21988,60435,13799,47137,17625,54336,454,292
C1104,20,00,0000,State - JHARKHAND  20,Total,10-11,19466,148986,17609,133019,800,5699,1154,9394,3927,30427,3723,30087,2814,24369,5148,32928,43,115
C1104,20,00,0000,State - JHARKHAND  20,Total,12-13,46927,389173,42426,346342,3040,27106,3836,40777,10051,98226,8573,77163,6692,52296,10180,50644,54,130
C1104,20,00,0000,State - JHARKHAND  20,Total,14-15,211396,1258961,192300,1117728,16167,110490,18008,145005,47845,329137,40942,250729,30334,153352,38869,128652,135,363
C1104,20,00,0000,State - JHARKHAND  20,Total,16-17,395823,1536223,372020,1389369,56675,236075,54675,231849,107763,428675,70051,271967,43340,135945,39332,84385,184,473
C1104,20,00,0000,State - JHARKHAND  20,Total,18-19,1075866,1533857,1021938,1347091,143456,220782,148395,221076,305658,415746,207059,274444,120906,134111,96002,80448,462,484
