Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age at marriage,Number of ever married persons - Males,Number of ever married persons - Females,Duration of marriage of currently married persons - All durations - Males,Duration of marriage of currently married persons - All durations - Females,Duration of marriage of currently married persons - 0-4 - Males,Duration of marriage of currently married persons - 0-4 - Females,Duration of marriage of currently married persons - 5-9 - Males,Duration of marriage of currently married persons - 5-9 - Females,Duration of marriage of currently married persons - 10-19 - Males,Duration of marriage of currently married persons - 10-19 - Females,Duration of marriage of currently married persons - 20-29 - Males,Duration of marriage of currently married persons - 20-29 - Females,Duration of marriage of currently married persons - 30-39 - Males,Duration of marriage of currently married persons - 30-39 - Females,Duration of marriage of currently married persons - 40+ - Males,Duration of marriage of currently married persons - 40+ - Females,Duration of marriage of currently married persons - Duration not known - Males,Duration of marriage of currently married persons - Duration not known - Females
C1104,11,00,0000,State - SIKKIM  11,Urban,22-23,2158,1490,2115,1392,338,321,383,303,707,441,474,238,136,70,75,18,2,1
C1104,11,00,0000,State - SIKKIM  11,Urban,24-25,2384,1091,2300,999,389,239,374,188,805,316,467,165,180,56,83,35,2,0
C1104,11,00,0000,State - SIKKIM  11,Urban,26-27,1577,523,1550,492,362,161,284,93,519,137,274,71,85,18,24,11,2,1
C1104,11,00,0000,State - SIKKIM  11,Urban,28-29,1193,341,1170,313,269,81,241,67,385,83,190,46,54,23,30,13,1,0
C1104,11,00,0000,State - SIKKIM  11,Urban,30-31,922,177,890,159,150,40,182,34,300,37,154,16,66,21,38,11,0,0
C1104,11,00,0000,State - SIKKIM  11,Urban,32-33,425,60,413,54,95,21,76,13,139,8,69,9,20,1,13,2,1,0
C1104,11,00,0000,State - SIKKIM  11,Urban,34+,724,126,694,109,149,14,142,26,211,34,120,17,44,12,27,5,1,1
C1104,11,00,0000,State - SIKKIM  11,Urban,Age not stated,845,730,815,632,0,0,0,0,0,0,0,0,0,0,0,0,815,632
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Total,All ages,241540,237656,231235,209187,30199,28950,38450,35771,72311,66435,46413,40437,22000,18394,12813,10646,9049,8554
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Total,Less than 10,3355,6212,3229,5704,1,14,11,34,623,1816,1363,1990,653,1039,569,808,9,3
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Total,10-11,487,1572,471,1457,14,49,19,108,126,550,201,372,63,205,48,172,0,1
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Total,12-13,722,3958,695,3657,24,140,60,493,238,1468,208,930,72,381,91,241,2,4
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Total,14-15,2735,18271,2598,16794,187,1256,257,2397,805,6270,672,3993,372,1819,302,1055,3,4
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Total,16-17,7141,35352,6795,32703,927,5397,1028,6219,2360,11707,1342,5759,700,2327,435,1290,3,4
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Total,18-19,28170,65521,26821,59396,3460,9832,4481,11493,9057,19770,5335,10969,2735,4757,1739,2566,14,9
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Total,20-21,53228,48944,50566,41051,5366,5018,8570,7600,16285,12858,10902,8762,5719,4208,3686,2598,38,7
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Total,22-23,34410,18736,33343,16600,5421,3157,6444,3437,11205,5007,6156,2997,2733,1314,1361,686,23,2
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Total,24-25,40621,14551,38948,12062,5089,1954,6382,2093,12700,3647,8307,2495,4117,1186,2329,686,24,1
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Total,26-27,18253,5064,17723,4377,3496,986,3456,763,5675,1284,3140,801,1337,357,609,185,10,1
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Total,28-29,14448,3364,14043,2891,2563,571,2817,483,4421,852,2728,530,1021,307,481,147,12,1
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Total,30-31,14108,2635,13477,2031,1359,205,2374,337,4200,621,3230,432,1521,292,788,143,5,1
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Total,32-33,4729,726,4614,626,903,127,963,112,1526,167,881,129,254,60,84,31,3,0
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Total,34+,9388,1694,9025,1323,1389,244,1588,202,3090,418,1948,278,703,142,291,38,16,1
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Total,Age not stated,9745,11056,8887,8515,0,0,0,0,0,0,0,0,0,0,0,0,8887,8515
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,All ages,186608,191742,177210,166985,21976,22353,27918,27356,53173,51072,36848,33531,19025,16564,11844,9892,6426,6217
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,Less than 10,2567,4961,2458,4539,1,14,8,26,496,1390,995,1504,481,869,472,734,5,2
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,10-11,357,1223,344,1138,13,45,15,88,94,409,136,286,43,159,43,150,0,1
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,12-13,550,2944,527,2716,21,113,50,364,184,1048,145,667,48,320,78,200,1,4
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,14-15,2124,14180,2004,13043,157,1035,190,1822,626,4643,493,3089,287,1509,248,942,3,3
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,16-17,5844,28447,5532,26269,779,4369,830,4881,1833,8971,1093,4754,599,2095,396,1197,2,2
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,18-19,23560,54246,22308,48887,2865,7912,3693,9081,7257,15761,4485,9335,2379,4397,1619,2395,10,6
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,20-21,43514,40304,41051,33220,4255,3831,6709,5799,12550,9891,9046,7415,4984,3825,3474,2452,33,7
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,22-23,26587,14634,25604,12726,4075,2229,4692,2442,8191,3676,4967,2511,2398,1220,1264,647,17,1
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,24-25,31243,11556,29693,9288,3614,1314,4495,1456,9194,2694,6594,2090,3609,1077,2175,656,12,1
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,26-27,12937,3951,12464,3322,2293,668,2242,514,3833,947,2362,686,1148,334,578,172,8,1
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,28-29,9993,2706,9636,2264,1614,392,1760,357,2939,631,1982,448,893,292,438,143,10,1
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,30-31,10166,2239,9588,1698,821,149,1530,264,2781,491,2398,378,1330,279,723,136,5,1
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,32-33,3101,609,3001,519,546,86,589,92,965,142,598,115,224,54,76,30,3,0
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,34+,7012,1489,6696,1170,922,196,1115,170,2230,378,1554,253,602,134,260,38,13,1
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,Age not stated,7053,8253,6304,6186,0,0,0,0,0,0,0,0,0,0,0,0,6304,6186
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,All ages,54932,45914,54025,42202,8223,6597,10532,8415,19138,15363,9565,6906,2975,1830,969,754,2623,2337
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,Less than 10,788,1251,771,1165,0,0,3,8,127,426,368,486,172,170,97,74,4,1
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,10-11,130,349,127,319,1,4,4,20,32,141,65,86,20,46,5,22,0,0
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,12-13,172,1014,168,941,3,27,10,129,54,420,63,263,24,61,13,41,1,0
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,14-15,611,4091,594,3751,30,221,67,575,179,1627,179,904,85,310,54,113,0,1
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,16-17,1297,6905,1263,6434,148,1028,198,1338,527,2736,249,1005,101,232,39,93,1,2
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,18-19,4610,11275,4513,10509,595,1920,788,2412,1800,4009,850,1634,356,360,120,171,4,3
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,20-21,9714,8640,9515,7831,1111,1187,1861,1801,3735,2967,1856,1347,735,383,212,146,5,0
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,22-23,7823,4102,7739,3874,1346,928,1752,995,3014,1331,1189,486,335,94,97,39,6,1
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,24-25,9378,2995,9255,2774,1475,640,1887,637,3506,953,1713,405,508,109,154,30,12,0
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,26-27,5316,1113,5259,1055,1203,318,1214,249,1842,337,778,115,189,23,31,13,2,0
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,28-29,4455,658,4407,627,949,179,1057,126,1482,221,746,82,128,15,43,4,2,0
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,30-31,3942,396,3889,333,538,56,844,73,1419,130,832,54,191,13,65,7,0,0
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,32-33,1628,117,1613,107,357,41,374,20,561,25,283,14,30,6,8,1,0,0
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,34+,2376,205,2329,153,467,48,473,32,860,40,394,25,101,8,31,0,3,0
C1104,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,Age not stated,2692,2803,2583,2329,0,0,0,0,0,0,0,0,0,0,0,0,2583,2329
C1104,13,00,0000,State - NAGALAND  13,Total,All ages,357367,359971,345204,327447,33997,30949,46029,41922,102144,96124,83003,78580,32962,29930,18780,17063,28289,32879
C1104,13,00,0000,State - NAGALAND  13,Total,Less than 10,3051,3290,2878,3047,1,5,6,14,303,770,1212,1137,675,560,661,545,20,16
C1104,13,00,0000,State - NAGALAND  13,Total,10-11,499,813,491,761,3,10,20,49,136,314,209,268,70,63,45,57,8,0
C1104,13,00,0000,State - NAGALAND  13,Total,12-13,407,1731,394,1650,10,35,13,204,89,754,191,423,58,147,32,86,1,1
C1104,13,00,0000,State - NAGALAND  13,Total,14-15,1341,11741,1294,11202,52,632,87,1403,476,4588,407,2984,176,1037,93,549,3,9
C1104,13,00,0000,State - NAGALAND  13,Total,16-17,4100,30767,3935,29220,365,3339,508,4619,1566,11537,932,6641,335,1913,227,1150,2,21
C1104,13,00,0000,State - NAGALAND  13,Total,18-19,18734,74660,18166,70498,1745,7550,2642,11192,6779,25573,4257,17349,1611,5512,1118,3255,14,67
C1104,13,00,0000,State - NAGALAND  13,Total,20-21,53323,76668,51554,69818,4038,5924,7926,10387,18622,22579,13194,19383,4575,7035,3129,4454,70,56
C1104,13,00,0000,State - NAGALAND  13,Total,22-23,47204,41786,46115,38469,5116,4769,7967,5912,16609,11755,11020,10444,3345,3526,1998,2024,60,39
C1104,13,00,0000,State - NAGALAND  13,Total,24-25,61110,34149,59322,30100,6194,3555,8127,3561,18997,8298,16218,8785,6033,3815,3694,2059,59,27
C1104,13,00,0000,State - NAGALAND  13,Total,26-27,36417,16065,35452,14363,5370,2347,5358,1664,11527,3809,8693,3873,2913,1810,1562,844,29,16
C1104,13,00,0000,State - NAGALAND  13,Total,28-29,30929,12099,30035,10651,4282,1353,4433,1292,8747,2672,7753,2880,3172,1641,1616,803,32,10
C1104,13,00,0000,State - NAGALAND  13,Total,30-31,32037,9077,30850,7280,2363,529,4169,820,8494,1692,8431,2074,4782,1467,2566,689,45,9
C1104,13,00,0000,State - NAGALAND  13,Total,32-33,12195,3094,11857,2716,1563,321,1815,325,3424,633,3123,785,1384,476,533,172,15,4
C1104,13,00,0000,State - NAGALAND  13,Total,34+,25878,6180,24988,5085,2895,580,2958,480,6375,1150,7363,1554,3833,928,1506,376,58,17
C1104,13,00,0000,State - NAGALAND  13,Total,Age not stated,30142,37851,27873,32587,0,0,0,0,0,0,0,0,0,0,0,0,27873,32587
C1104,13,00,0000,State - NAGALAND  13,Rural,All ages,285760,296589,275028,268830,24623,22991,34326,32298,79432,77248,69348,67593,28702,26881,17105,15801,21492,26018
C1104,13,00,0000,State - NAGALAND  13,Rural,Less than 10,2196,2459,2070,2259,1,4,5,12,230,555,806,779,465,425,548,470,15,14
C1104,13,00,0000,State - NAGALAND  13,Rural,10-11,332,562,328,527,3,9,15,33,98,196,132,193,41,50,32,46,7,0
C1104,13,00,0000,State - NAGALAND  13,Rural,12-13,289,1122,277,1076,8,20,7,110,67,504,132,282,41,100,22,59,0,1
C1104,13,00,0000,State - NAGALAND  13,Rural,14-15,943,8616,906,8253,33,454,62,988,332,3301,292,2253,114,803,70,447,3,7
C1104,13,00,0000,State - NAGALAND  13,Rural,16-17,3215,24101,3078,22894,294,2538,416,3437,1184,8795,726,5449,254,1621,202,1037,2,17
C1104,13,00,0000,State - NAGALAND  13,Rural,18-19,15480,61705,14978,58197,1433,5717,2141,8776,5401,20813,3634,14911,1335,4895,1022,3030,12,55
C1104,13,00,0000,State - NAGALAND  13,Rural,20-21,44030,64738,42458,58806,3237,4509,6417,8188,14940,18618,11021,16939,3914,6353,2869,4156,60,43
C1104,13,00,0000,State - NAGALAND  13,Rural,22-23,38458,34809,37495,31922,3847,3461,6117,4564,13233,9589,9460,9133,2945,3239,1844,1902,49,34
C1104,13,00,0000,State - NAGALAND  13,Rural,24-25,49454,28518,47858,24984,4657,2574,5986,2701,14806,6640,13679,7635,5303,3489,3379,1923,48,22
C1104,13,00,0000,State - NAGALAND  13,Rural,26-27,29076,13529,28205,12010,3781,1666,3863,1268,9035,3095,7401,3458,2650,1705,1451,803,24,15
C1104,13,00,0000,State - NAGALAND  13,Rural,28-29,24288,10276,23472,8993,2868,960,3145,950,6638,2221,6480,2569,2827,1532,1485,753,29,8
C1104,13,00,0000,State - NAGALAND  13,Rural,30-31,25159,7842,24104,6259,1543,372,2890,623,6267,1399,6839,1861,4209,1343,2320,655,36,6
C1104,13,00,0000,State - NAGALAND  13,Rural,32-33,9321,2683,9022,2349,956,241,1215,264,2523,532,2585,692,1245,449,486,167,12,4
C1104,13,00,0000,State - NAGALAND  13,Rural,34+,20385,5445,19631,4524,1962,466,2047,384,4678,990,6161,1439,3359,877,1375,353,49,15
C1104,13,00,0000,State - NAGALAND  13,Rural,Age not stated,23134,30184,21146,25777,0,0,0,0,0,0,0,0,0,0,0,0,21146,25777
C1104,13,00,0000,State - NAGALAND  13,Urban,All ages,71607,63382,70176,58617,9374,7958,11703,9624,22712,18876,13655,10987,4260,3049,1675,1262,6797,6861
C1104,13,00,0000,State - NAGALAND  13,Urban,Less than 10,855,831,808,788,0,1,1,2,73,215,406,358,210,135,113,75,5,2
C1104,13,00,0000,State - NAGALAND  13,Urban,10-11,167,251,163,234,0,1,5,16,38,118,77,75,29,13,13,11,1,0
C1104,13,00,0000,State - NAGALAND  13,Urban,12-13,118,609,117,574,2,15,6,94,22,250,59,141,17,47,10,27,1,0
C1104,13,00,0000,State - NAGALAND  13,Urban,14-15,398,3125,388,2949,19,178,25,415,144,1287,115,731,62,234,23,102,0,2
C1104,13,00,0000,State - NAGALAND  13,Urban,16-17,885,6666,857,6326,71,801,92,1182,382,2742,206,1192,81,292,25,113,0,4
C1104,13,00,0000,State - NAGALAND  13,Urban,18-19,3254,12955,3188,12301,312,1833,501,2416,1378,4760,623,2438,276,617,96,225,2,12
C1104,13,00,0000,State - NAGALAND  13,Urban,20-21,9293,11930,9096,11012,801,1415,1509,2199,3682,3961,2173,2444,661,682,260,298,10,13
C1104,13,00,0000,State - NAGALAND  13,Urban,22-23,8746,6977,8620,6547,1269,1308,1850,1348,3376,2166,1560,1311,400,287,154,122,11,5
C1104,13,00,0000,State - NAGALAND  13,Urban,24-25,11656,5631,11464,5116,1537,981,2141,860,4191,1658,2539,1150,730,326,315,136,11,5
C1104,13,00,0000,State - NAGALAND  13,Urban,26-27,7341,2536,7247,2353,1589,681,1495,396,2492,714,1292,415,263,105,111,41,5,1
C1104,13,00,0000,State - NAGALAND  13,Urban,28-29,6641,1823,6563,1658,1414,393,1288,342,2109,451,1273,311,345,109,131,50,3,2
C1104,13,00,0000,State - NAGALAND  13,Urban,30-31,6878,1235,6746,1021,820,157,1279,197,2227,293,1592,213,573,124,246,34,9,3
C1104,13,00,0000,State - NAGALAND  13,Urban,32-33,2874,411,2835,367,607,80,600,61,901,101,538,93,139,27,47,5,3,0
C1104,13,00,0000,State - NAGALAND  13,Urban,34+,5493,735,5357,561,933,114,911,96,1697,160,1202,115,474,51,131,23,9,2
C1104,13,00,0000,State - NAGALAND  13,Urban,Age not stated,7008,7667,6727,6810,0,0,0,0,0,0,0,0,0,0,0,0,6727,6810
C1104,14,00,0000,State - MANIPUR  14,Total,All ages,438902,483916,420702,416389,56945,56430,62577,60674,107115,105469,87224,87277,47058,45804,32888,30150,26895,30585
C1104,14,00,0000,State - MANIPUR  14,Total,Less than 10,3135,3763,2956,3332,1,0,1,6,266,658,1151,1220,748,711,783,733,6,4
C1104,14,00,0000,State - MANIPUR  14,Total,10-11,386,800,365,716,2,5,17,30,86,251,142,197,59,124,58,104,1,5
C1104,14,00,0000,State - MANIPUR  14,Total,12-13,470,3411,445,2794,9,43,19,222,112,776,155,687,83,488,67,570,0,8
C1104,14,00,0000,State - MANIPUR  14,Total,14-15,1924,25316,1746,21024,85,992,150,1954,554,5646,452,5376,233,3487,267,3529,5,40
C1104,14,00,0000,State - MANIPUR  14,Total,16-17,7075,55902,6569,48179,753,5188,856,6358,2045,13748,1488,11687,645,6237,769,4893,13,68
C1104,14,00,0000,State - MANIPUR  14,Total,18-19,28277,94979,26740,83146,3143,10472,3918,12415,7707,22906,6154,20184,3011,10288,2766,6743,41,138
C1104,14,00,0000,State - MANIPUR  14,Total,20-21,67939,94728,64424,80263,6538,9985,9362,12636,17846,22151,15417,19294,7917,9823,7216,6254,128,120
C1104,14,00,0000,State - MANIPUR  14,Total,22-23,60615,55067,58650,49297,8385,8579,9339,8731,16854,13802,13192,10768,6418,4868,4341,2467,121,82
C1104,14,00,0000,State - MANIPUR  14,Total,24-25,75116,45576,72140,39057,9225,6813,10604,6569,19653,10850,16624,8156,9067,4198,6841,2402,126,69
C1104,14,00,0000,State - MANIPUR  14,Total,26-27,43777,23962,42528,21426,7725,5165,6921,3883,11962,5920,8833,3739,4527,1850,2494,834,66,35
C1104,14,00,0000,State - MANIPUR  14,Total,28-29,36510,17449,35487,15343,6249,3533,6267,3112,9384,3856,7224,2641,4094,1475,2199,705,70,21
C1104,14,00,0000,State - MANIPUR  14,Total,30-31,36648,12545,35073,10188,4510,2109,6163,2310,8895,2451,7570,1617,4842,1150,3021,538,72,13
C1104,14,00,0000,State - MANIPUR  14,Total,32-33,16632,5715,16143,4944,3301,1482,3264,1155,4117,1069,3022,680,1738,413,681,139,20,6
C1104,14,00,0000,State - MANIPUR  14,Total,34+,32521,8433,31276,6722,7019,2064,5696,1293,7634,1385,5800,1031,3676,692,1385,239,66,18
C1104,14,00,0000,State - MANIPUR  14,Total,Age not stated,27877,36270,26160,29958,0,0,0,0,0,0,0,0,0,0,0,0,26160,29958
C1104,14,00,0000,State - MANIPUR  14,Rural,All ages,319404,347781,306691,302746,40399,39718,45497,43873,78913,77301,64389,64425,34320,33319,23324,21282,19849,22828
C1104,14,00,0000,State - MANIPUR  14,Rural,Less than 10,2276,2783,2144,2481,1,0,1,5,198,477,816,916,559,531,566,549,3,3
C1104,14,00,0000,State - MANIPUR  14,Rural,10-11,306,610,290,545,2,5,11,24,66,188,116,150,47,99,48,76,0,3
C1104,14,00,0000,State - MANIPUR  14,Rural,12-13,355,2311,342,1927,6,30,15,163,86,561,119,482,61,334,55,354,0,3
C1104,14,00,0000,State - MANIPUR  14,Rural,14-15,1458,17577,1330,15056,66,720,120,1492,428,4274,340,3893,176,2416,197,2240,3,21
C1104,14,00,0000,State - MANIPUR  14,Rural,16-17,5323,40344,4999,35657,561,3947,674,4905,1588,10659,1144,8610,489,4362,535,3131,8,43
C1104,14,00,0000,State - MANIPUR  14,Rural,18-19,21879,70482,20778,62699,2401,7995,3067,9585,6209,17733,4841,15276,2306,7377,1928,4647,26,86
C1104,14,00,0000,State - MANIPUR  14,Rural,20-21,51991,69914,49551,60035,4942,7296,7314,9541,14253,16860,11978,14484,5916,7103,5057,4676,91,75
C1104,14,00,0000,State - MANIPUR  14,Rural,22-23,45225,39278,43859,35322,6228,6049,7102,6337,12946,9809,9867,7759,4609,3523,3028,1792,79,53
C1104,14,00,0000,State - MANIPUR  14,Rural,24-25,55520,32039,53424,27596,6800,4709,8001,4574,14775,7486,12319,5842,6548,3092,4892,1848,89,45
C1104,14,00,0000,State - MANIPUR  14,Rural,26-27,31281,16154,30402,14437,5596,3448,5013,2486,8576,3801,6228,2604,3197,1435,1740,642,52,21
C1104,14,00,0000,State - MANIPUR  14,Rural,28-29,25434,11597,24733,10168,4347,2206,4335,1906,6399,2417,5129,1878,2927,1174,1550,574,46,13
C1104,14,00,0000,State - MANIPUR  14,Rural,30-31,25508,8431,24367,6771,2961,1242,4249,1417,6018,1517,5264,1181,3568,954,2257,452,50,8
C1104,14,00,0000,State - MANIPUR  14,Rural,32-33,10792,3625,10480,3115,2116,842,2068,679,2554,634,2051,515,1203,334,472,107,16,4
C1104,14,00,0000,State - MANIPUR  14,Rural,34+,21499,5702,20652,4501,4372,1229,3527,759,4817,885,4177,835,2714,585,999,194,46,14
C1104,14,00,0000,State - MANIPUR  14,Rural,Age not stated,20557,26934,19340,22436,0,0,0,0,0,0,0,0,0,0,0,0,19340,22436
C1104,14,00,0000,State - MANIPUR  14,Urban,All ages,119498,136135,114011,113643,16546,16712,17080,16801,28202,28168,22835,22852,12738,12485,9564,8868,7046,7757
C1104,14,00,0000,State - MANIPUR  14,Urban,Less than 10,859,980,812,851,0,0,0,1,68,181,335,304,189,180,217,184,3,1
C1104,14,00,0000,State - MANIPUR  14,Urban,10-11,80,190,75,171,0,0,6,6,20,63,26,47,12,25,10,28,1,2
C1104,14,00,0000,State - MANIPUR  14,Urban,12-13,115,1100,103,867,3,13,4,59,26,215,36,205,22,154,12,216,0,5
C1104,14,00,0000,State - MANIPUR  14,Urban,14-15,466,7739,416,5968,19,272,30,462,126,1372,112,1483,57,1071,70,1289,2,19
C1104,14,00,0000,State - MANIPUR  14,Urban,16-17,1752,15558,1570,12522,192,1241,182,1453,457,3089,344,3077,156,1875,234,1762,5,25
C1104,14,00,0000,State - MANIPUR  14,Urban,18-19,6398,24497,5962,20447,742,2477,851,2830,1498,5173,1313,4908,705,2911,838,2096,15,52
C1104,14,00,0000,State - MANIPUR  14,Urban,20-21,15948,24814,14873,20228,1596,2689,2048,3095,3593,5291,3439,4810,2001,2720,2159,1578,37,45
C1104,14,00,0000,State - MANIPUR  14,Urban,22-23,15390,15789,14791,13975,2157,2530,2237,2394,3908,3993,3325,3009,1809,1345,1313,675,42,29
C1104,14,00,0000,State - MANIPUR  14,Urban,24-25,19596,13537,18716,11461,2425,2104,2603,1995,4878,3364,4305,2314,2519,1106,1949,554,37,24
C1104,14,00,0000,State - MANIPUR  14,Urban,26-27,12496,7808,12126,6989,2129,1717,1908,1397,3386,2119,2605,1135,1330,415,754,192,14,14
C1104,14,00,0000,State - MANIPUR  14,Urban,28-29,11076,5852,10754,5175,1902,1327,1932,1206,2985,1439,2095,763,1167,301,649,131,24,8
C1104,14,00,0000,State - MANIPUR  14,Urban,30-31,11140,4114,10706,3417,1549,867,1914,893,2877,934,2306,436,1274,196,764,86,22,5
C1104,14,00,0000,State - MANIPUR  14,Urban,32-33,5840,2090,5663,1829,1185,640,1196,476,1563,435,971,165,535,79,209,32,4,2
C1104,14,00,0000,State - MANIPUR  14,Urban,34+,11022,2731,10624,2221,2647,835,2169,534,2817,500,1623,196,962,107,386,45,20,4
C1104,14,00,0000,State - MANIPUR  14,Urban,Age not stated,7320,9336,6820,7522,0,0,0,0,0,0,0,0,0,0,0,0,6820,7522
C1104,15,00,0000,State - MIZORAM  15,Total,All ages,182557,191895,169177,158341,31726,29944,28502,26288,46900,43490,31613,29888,15353,14156,10064,9085,5019,5490
C1104,15,00,0000,State - MIZORAM  15,Total,Less than 10,827,1070,780,942,0,0,1,3,102,278,365,332,155,177,156,152,1,0
C1104,15,00,0000,State - MIZORAM  15,Total,10-11,115,170,109,157,0,0,1,15,38,58,45,42,16,24,9,17,0,1
C1104,15,00,0000,State - MIZORAM  15,Total,12-13,150,410,133,378,1,11,12,52,50,151,40,99,17,42,13,23,0,0
